frequency,variable,scenario,grid,biascorrection,member_id,gcm,rcm,path
day,tas,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-22i.raw.zarr
day,tas,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-22i.raw.zarr
day,tas,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-22i.raw.zarr
day,tas,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-44i.raw.zarr
day,tas,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-44i.raw.zarr
day,tas,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-44i.raw.zarr
day,tas,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-44i.raw.zarr
day,tas,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-44i.raw.zarr
day,tas,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-22i.raw.zarr
day,tas,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-22i.raw.zarr
day,tas,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-22i.raw.zarr
day,tas,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-22i.raw.zarr
day,tas,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-22i.raw.zarr
day,tas,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-44i.raw.zarr
day,tas,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-44i.raw.zarr
day,tas,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-44i.raw.zarr
day,tas,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-44i.raw.zarr
day,tas,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.rcp85.day.NAM-44i.raw.zarr
day,tasmax,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-22i.raw.zarr
day,tasmax,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-22i.raw.zarr
day,tasmax,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-22i.raw.zarr
day,tasmax,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-22i.raw.zarr
day,tasmax,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-22i.raw.zarr
day,tasmax,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-44i.raw.zarr
day,tasmax,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-44i.raw.zarr
day,tasmax,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-44i.raw.zarr
day,tasmax,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-44i.raw.zarr
day,tasmax,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.eval.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmax,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmax,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmax,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-22i.raw.zarr
day,tasmax,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-22i.raw.zarr
day,tasmax,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-22i.raw.zarr
day,tasmax,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-22i.raw.zarr
day,tasmax,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-22i.raw.zarr
day,tasmax,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-44i.raw.zarr
day,tasmax,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-44i.raw.zarr
day,tasmax,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-44i.raw.zarr
day,tasmax,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-44i.raw.zarr
day,tasmax,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.hist.day.NAM-44i.raw.zarr
day,tasmax,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-22i.raw.zarr
day,tasmax,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-22i.raw.zarr
day,tasmax,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-22i.raw.zarr
day,tasmax,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-22i.raw.zarr
day,tasmax,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-22i.raw.zarr
day,tasmax,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-44i.raw.zarr
day,tasmax,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-44i.raw.zarr
day,tasmax,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-44i.raw.zarr
day,tasmax,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-44i.raw.zarr
day,tasmax,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.rcp45.day.NAM-44i.raw.zarr
day,tasmax,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-22i.raw.zarr
day,tasmax,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-22i.raw.zarr
day,tasmax,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-22i.raw.zarr
day,tasmax,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-22i.raw.zarr
day,tasmax,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-22i.raw.zarr
day,tasmax,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-44i.raw.zarr
day,tasmax,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-44i.raw.zarr
day,tasmax,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-44i.raw.zarr
day,tasmax,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-44i.raw.zarr
day,tasmax,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmax.rcp85.day.NAM-44i.raw.zarr
day,tasmin,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-22i.raw.zarr
day,tasmin,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-22i.raw.zarr
day,tasmin,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-22i.raw.zarr
day,tasmin,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-22i.raw.zarr
day,tasmin,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-22i.raw.zarr
day,tasmin,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-44i.raw.zarr
day,tasmin,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-44i.raw.zarr
day,tasmin,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-44i.raw.zarr
day,tasmin,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-44i.raw.zarr
day,tasmin,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.eval.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tasmin,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmin,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tasmin,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-22i.raw.zarr
day,tasmin,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-22i.raw.zarr
day,tasmin,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-22i.raw.zarr
day,tasmin,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-22i.raw.zarr
day,tasmin,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-22i.raw.zarr
day,tasmin,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-44i.raw.zarr
day,tasmin,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-44i.raw.zarr
day,tasmin,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-44i.raw.zarr
day,tasmin,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-44i.raw.zarr
day,tasmin,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.hist.day.NAM-44i.raw.zarr
day,tasmin,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-22i.raw.zarr
day,tasmin,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-22i.raw.zarr
day,tasmin,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-22i.raw.zarr
day,tasmin,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-22i.raw.zarr
day,tasmin,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-22i.raw.zarr
day,tasmin,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-44i.raw.zarr
day,tasmin,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-44i.raw.zarr
day,tasmin,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-44i.raw.zarr
day,tasmin,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-44i.raw.zarr
day,tasmin,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.rcp45.day.NAM-44i.raw.zarr
day,tasmin,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-22i.raw.zarr
day,tasmin,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-22i.raw.zarr
day,tasmin,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-22i.raw.zarr
day,tasmin,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-22i.raw.zarr
day,tasmin,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-22i.raw.zarr
day,tasmin,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-44i.raw.zarr
day,tasmin,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-44i.raw.zarr
day,tasmin,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-44i.raw.zarr
day,tasmin,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-44i.raw.zarr
day,tasmin,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tasmin.rcp85.day.NAM-44i.raw.zarr
day,temp,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.eval.day.NAM-22i.raw.zarr
day,temp,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.eval.day.NAM-22i.raw.zarr
day,temp,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.eval.day.NAM-22i.raw.zarr
day,temp,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.eval.day.NAM-22i.raw.zarr
day,temp,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.eval.day.NAM-22i.raw.zarr
day,temp,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.eval.day.NAM-44i.raw.zarr
day,temp,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.eval.day.NAM-44i.raw.zarr
day,temp,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.eval.day.NAM-44i.raw.zarr
day,temp,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.eval.day.NAM-44i.raw.zarr
day,temp,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.eval.day.NAM-44i.raw.zarr
day,temp,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-22i.raw.zarr
day,temp,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-22i.raw.zarr
day,temp,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-22i.raw.zarr
day,temp,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-22i.raw.zarr
